type,project,site,yr,qtr,subsite,loc,sensor,launch.date,launch.time,deploy.date,deploy.time,retrieve.date,retrieve.time,lat,lon,comments
par,SeagrassNet,WA50.1,2016,1,,B,4592,12/22/2015,20:30:00,12/22/2015,21:30:00,1/10/2016,19:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2016,2,,AIR,4590,4/11/2016,15:00:00,4/11/2016,14:00:00,5/9/2016,11:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2016,2,,A,5991,4/11/2016,15:00:00,4/11/2016,14:00:00,5/9/2016,11:00:00,47.32863,-122.39083,Sensor originally listed at 4591 but only data is for sensor 5991.
par,SeagrassNet,WA50.1,2016,2,,C,4592,4/11/2016,15:00:00,4/11/2016,14:00:00,5/9/2016,11:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2016,3,,AIR,4590,6/22/2016,13:00:00,6/22/2016,13:00:00,7/5/2016,9:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2016,3,,A,5991,6/22/2016,13:00:00,6/22/2016,13:00:00,7/5/2016,9:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2016,3,,C,4592,6/22/2016,13:00:00,6/22/2016,13:00:00,7/5/2016,9:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2016,4,,AIR,4590,9/21/2016,3:00:00,9/22/2016,18:00:00,11/14/2016,19:30:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2016,4,,A,5991,9/21/2016,3:00:00,9/22/2016,18:00:00,11/14/2016,19:30:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2016,4,,B,4592,9/21/2016,3:00:00,9/22/2016,18:00:00,11/14/2016,19:30:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2017,1,,AIR,4587,12/22/2016,16:00:00,12/29/2016,6:00:00,1/11/2017,20:00:00,47.32743,-122.39198,Sensor was collected on 18 Jan 2017 but retrieval set to be consistent with other sensors.
par,SeagrassNet,WA50.1,2017,1,,A,4588,12/28/2016,23:00:00,12/29/2016,6:00:00,1/11/2017,20:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2017,1,,B,4589,12/28/2016,23:00:00,12/29/2016,6:00:00,1/11/2017,20:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2017,2,,AIR,4587,3/31/2017,18:00:00,3/31/2017,15:00:00,4/28/2017,11:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2017,2,,A,4588,3/31/2017,18:00:00,3/31/2017,15:00:00,4/28/2017,11:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2017,2,,C,4589,3/31/2017,18:00:00,3/31/2017,15:00:00,4/28/2017,11:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2017,3,,AIR,4587,6/28/2017,6:00:00,6/26/2020,15:00:00,7/21/2017,8:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2017,3,,A,4588,6/28/2017,6:00:00,6/26/2020,15:00:00,7/21/2017,8:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2017,3,,C,4589,6/28/2017,6:00:00,6/26/2020,15:00:00,7/21/2017,8:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2017,4,,AIR,4587,10/24/2017,6:00:00,10/24/2017,12:00:00,1/2/2018,21:00:00,47.32743,-122.39198,"Sensors deployed in Oct, however, Oct sampling occurred on 3 Dec 2017. CERF was during low tide in Nov."
par,SeagrassNet,WA50.1,2018,2,,AIR,4587,4/18/2018,18:00:00,4/18/2018,14:30:00,5/17/2018,10:30:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2018,2,,A,4588,4/18/2018,18:00:00,4/18/2018,14:30:00,5/17/2018,10:30:00,47.32863,-122.39083,not sure where these data are?
par,SeagrassNet,WA50.1,2018,2,,C,4589,4/18/2018,18:00:00,4/18/2018,14:30:00,5/17/2018,10:30:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2018,3,,AIR,4587,7/2/2018,4:15:00,7/1/2018,15:00:00,7/12/2018,9:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2018,3,,A,4588,7/2/2018,0:19:00,7/1/2018,15:00:00,7/12/2018,9:00:00,47.32863,-122.39083,Odd launch time. Must have been a glitch when launching.
par,SeagrassNet,WA50.1,2018,3,,B,4589,7/2/2018,4:15:00,7/1/2018,15:00:00,7/12/2018,9:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2018,4,,AIR,4587,10/12/2018,2:00:00,10/11/2018,1:30:00,11/8/2018,21:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2018,4,,A,4588,10/12/2018,2:00:00,10/11/2018,1:30:00,11/8/2018,21:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2018,4,,B,4589,10/12/2018,2:00:00,10/11/2018,1:30:00,11/8/2018,21:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2019,1,,AIR,4587,12/21/2018,3:00:00,12/19/2018,13:30:00,1/20/2019,20:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2019,1,,A,4588,12/21/2018,3:00:00,12/20/2018,21:30:00,1/20/2019,20:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2019,1,,B,4589,12/21/2018,3:00:00,12/20/2018,21:30:00,1/20/2019,20:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2019,2,,AIR,4588,4/23/2019,1:00:00,4/22/2019,16:00:00,5/8/2019,14:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2019,2,,A,4589,4/23/2019,1:00:00,4/22/2019,16:00:00,5/8/2019,14:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2019,2,,B,4590,4/23/2019,1:00:00,4/22/2019,16:00:00,5/8/2019,14:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2019,3,,AIR,4587,7/4/2019,0:00:00,7/6/2019,15:00:00,7/16/2019,9:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2019,3,,A,4589,7/4/2019,0:00:00,7/6/2019,15:00:00,7/16/2019,9:00:00,47.32863,-122.39083,Swapped Ody 4589 to A because sediment was too firm to get 4588 Ody PVC in at A. Ody 4588 was deployed at B.
par,SeagrassNet,WA50.1,2019,3,,B,4588,7/4/2019,0:00:00,7/6/2019,15:00:00,7/16/2019,9:00:00,47.32896,-122.39049,
par,SeagrassNet,WA50.1,2019,4,,AIR,4587,10/3/2019,2:45:00,10/3/2019,2:45:00,6/3/2020,0:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2008,2,,C,1283382,4/22/2008,0:00:00,4/22/2008,15:00:00,7/3/2008,11:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2008,3,,C,1283384,7/5/2008,13:00:00,7/3/2008,13:00:00,10/2/2008,23:30:00,47.32943,-122.39042,Tidbit had broken optical button and needed to be returned to Onset for data retrieval.
temp,SeagrassNet,WA50.1,2008,4,,C,1283382,10/3/2008,1:00:00,10/3/2008,0:00:00,1/9/2009,19:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2009,1,,C,1283383,12/29/2008,14:00:00,1/1/2009,14:00:00,7/6/2009,10:30:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2009,2,,C,474240,4/27/2009,12:00:00,4/27/2009,14:00:00,10/7/2009,23:30:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2009,3,,C,1283382,7/6/2009,10:30:00,7/6/2009,12:00:00,1/31/2010,12:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2010,1,,C,1146701,1/30/2010,1:00:00,1/28/2010,23:00:00,7/22/2010,9:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2010,3,,C,2295892,7/9/2010,12:00:00,7/9/2010,11:00:00,4/20/2011,12:00:00,47.32943,-122.39042,Tidbit 2295892 was returned to Onset for data recovery in May 2011.
temp,SeagrassNet,WA50.1,2011,1,,C,2295889,1/3/2011,8:00:00,1/17/2011,12:00:00,7/13/2011,7:30:00,47.32943,-122.39042,Shipped back to Onset for data recovery in July 2011.
temp,SeagrassNet,WA50.1,2011,2,,C,2295891,4/6/2011,16:00:00,4/6/2011,15:00:00,7/12/2011,0:00:00,47.32943,-122.39042,Include all temperature data for 11 July 2011. Tidbit 2295891 was returned to Onset for data recovery in July 2011.
temp,SeagrassNet,WA50.1,2011,3,,C,1146701,7/1/2011,12:00:00,7/1/2011,13:00:00,4/9/2012,12:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2011,4,,C,1283386,10/21/2011,11:00:00,10/21/2011,11:00:00,4/9/2012,12:00:00,47.32943,-122.39042,Tidbit 1283396 moved from B25 to C25 at 11:00:00 AM on 21 Oct 2011.
temp,SeagrassNet,WA50.1,2012,1,,C,2295890,1/6/2012,12:00:00,1/6/2012,12:00:00,4/9/2012,12:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2012,2,,C,2295884,3/26/2012,14:00:00,3/26/2012,14:00:00,7/3/2012,8:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2012,3,,C,10128322,6/19/2012,15:00:00,6/19/2012,14:00:00,4/1/2013,14:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2012,4,,C,2295884,10/18/2012,1:00:00,10/18/2012,1:00:00,4/1/2013,14:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2013,2,,C,10128317,4/1/2013,16:00:00,4/1/2013,16:00:00,7/23/2013,9:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2013,3,,C,10128322,7/9/2013,14:00:00,7/9/2013,13:00:00,4/16/2014,11:30:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2013,4,,C,10128317,9/22/2013,6:00:00,10/8/2013,2:00:00,4/16/2014,11:30:00,47.32943,-122.39042,10128317 move to C from B on 8 Oct 2013
temp,SeagrassNet,WA50.1,2014,2,,C,10128321,4/16/2014,13:00:00,4/16/2014,13:00:00,12/22/2014,22:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2014,3,,C,10128329,6/12/2014,12:00:00,6/12/2014,12:00:00,12/22/2014,22:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2015,1,,C,10128318,12/22/2014,23:30:00,12/22/2014,23:30:00,4/20/2015,10:30:00,47.32943,-122.39042,"retrieval time determined from notes in field book. Field book for 22 Dec 2014 states 10128318 was deployed at B, but sensors were recoved at C. Data appears to be Transect C - consistent temps right around 10 C."
temp,SeagrassNet,WA50.1,2015,2,,C,10128329,4/20/2015,12:00:00,4/20/2015,12:00:00,6/16/2015,11:00:00,47.32943,-122.39042,10128329 moved to C from B on 20 Apr 2015
temp,SeagrassNet,WA50.1,2015,3,,C,1283383,6/16/2015,12:00:00,6/16/2015,11:30:00,5/9/2016,11:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2016,2,,C,10128322,4/11/2016,15:00:00,4/11/2016,15:00:00,6/22/2016,13:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2016,3,,C,2295886,6/22/2016,13:00:00,6/22/2016,13:00:00,3/31/2017,14:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2017,2,,C,20047933,3/31/2017,18:00:00,3/31/2017,18:00:00,7/21/2017,8:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2017,3,,C,20047937,6/28/2017,6:00:00,6/28/2017,6:00:00,5/17/2018,11:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2018,1,,C,20047937,NA,NA,NA,NA,NA,NA,47.32943,-122.39042,No sensors deployed. Use data from sensors deployed in Jun 2017 and recovered on 17 May 2018. 
temp,SeagrassNet,WA50.1,2018,2,,C,10128317,4/18/2018,18:00:00,4/18/2018,18:00:00,7/16/2019,9:00:00,47.32943,-122.39042,Tidbit 10128317 was damaged and returned to Onset for data recovery.
temp,SeagrassNet,WA50.1,2018,4,,C,20359582,11/10/2018,1:00:00,11/10/2018,1:00:00,7/16/2019,9:00:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2011,1,,B,2295889,1/3/2011,8:00:00,1/2/2011,23:00:00,1/17/2011,12:00:00,47.32896,-122.39049,"Tidbit was moved to Transect C on 17 Jan 2011, 12:00:00 PM"
temp,SeagrassNet,WA50.1,2011,4,,B,1283386,10/14/2011,1:00:00,10/14/2011,0:30:00,10/21/2011,11:00:00,47.32896,-122.39049,Retrieved from Transect C. Moved to C25 on 21 Oct 2011.
temp,SeagrassNet,WA50.1,2012,4,,B,2295884,10/4/2012,18:00:00,10/4/2012,18:00:00,10/18/2012,1:00:00,47.32896,-122.39049,Tidbit was moved to Transect C on 18 Oct 2012 at 1:00:00 AM
temp,SeagrassNet,WA50.1,2013,1,,B,10128327,12/27/2012,1:00:00,12/26/2012,22:00:00,4/29/2013,11:30:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2013,4,,B,10128317,9/22/2013,6:00:00,9/23/2013,12:00:00,10/8/2013,2:00:00,47.32896,-122.39049,"Sensor 10128317 was deployed at B until Oct 2013, then moved to C. Deployment set to AIR sensor deployment time and date"
temp,SeagrassNet,WA50.1,2014,1,,B,10128329,12/17/2013,12:00:00,12/16/2013,22:00:00,4/16/2014,11:30:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2014,4,,B,1283383,10/10/2014,2:00:00,10/10/2014,2:00:00,4/20/2015,22:30:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2015,2,,B,10128329,3/23/2015,18:00:00,3/23/2015,15:00:00,4/20/2015,12:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2015,4,,B,10128322,10/2/2015,6:00:00,10/1/2015,3:00:00,1/10/2016,20:30:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2016,1,,B,10128318,12/22/2015,20:30:00,12/22/2015,21:30:00,5/9/2016,11:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2016,4,,B,10128317,9/22/2016,18:00:00,9/22/2016,18:00:00,1/11/2017,20:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2017,1,,B,2295882,12/29/2016,6:00:00,12/28/2016,23:00:00,4/28/2017,11:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2017,4,,B,20047930,10/24/2017,6:00:00,10/24/2017,12:00:00,5/17/2018,11:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2018,4,,B,20047930,10/12/2018,2:00:00,10/12/2018,2:00:00,5/8/2019,10:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2019,2,,B,20047929,4/23/2019,1:00:00,4/23/2019,1:00:00,7/16/2019,9:00:00,47.32896,-122.39049,
temp,SeagrassNet,WA50.1,2009,4,,AIR,1146694,10/28/2009,12:00:00,10/28/2009,12:00:00,1/31/2010,12:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2010,1,,AIR,1283386,1/30/2010,1:00:00,1/28/2010,23:00:00,7/22/2010,9:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2010,3,,AIR,2295890,7/9/2010,12:00:00,7/9/2010,11:00:00,1/17/2011,8:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2011,1,,AIR,2295882,1/3/2011,8:00:00,1/3/2011,16:00:00,4/20/2011,12:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2011,2,,AIR,1146695,4/6/2011,16:00:00,4/6/2011,15:00:00,NA,NA,47.32743,-122.39198,Tidbit 1146695 dead. No data for Apr-Jul 2011 on Land.
temp,SeagrassNet,WA50.1,2011,3,,AIR,2295882,7/1/2011,12:00:00,7/1/2011,13:00:00,10/28/2011,22:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2011,4,,AIR,1283381,10/14/2011,1:00:00,10/14/2011,0:30:00,3/26/2012,14:00:00,47.32743,-122.39198,"Retrieval time based on time listed in orginal file, WA50.1_AIR_Oct2011_Mar2012.xlsx."
temp,SeagrassNet,WA50.1,2012,1,,AIR,1146694,1/6/2012,12:00:00,1/6/2012,12:00:00,4/9/2012,12:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2012,2,,AIR,2295882,3/26/2012,14:00:00,3/26/2012,14:00:00,7/3/2012,8:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2012,3,,AIR,10128320,6/19/2012,15:00:00,6/19/2012,14:00:00,10/17/2012,22:30:00,47.32743,-122.39198,"Retrieval time based on time listed in orginal file, WA50.1_AIR)A__Jul-Oct_2012.xlsx."
temp,SeagrassNet,WA50.1,2012,4,,AIR,2295882,10/4/2012,18:00:00,10/4/2012,18:00:00,1/10/2013,19:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2013,1,,AIR,10128320,12/27/2012,1:00:00,12/26/2012,21:00:00,4/29/2013,11:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2013,2,,AIR,10128315,4/1/2013,16:00:00,4/1/2013,16:00:00,7/23/2013,9:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2013,3,,AIR,10128320,7/9/2013,14:00:00,7/9/2013,13:00:00,12/16/2013,21:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2013,4,,AIR,10128315,9/22/2013,6:00:00,9/23/2013,12:00:00,1/1/2014,20:00:00,47.32743,-122.39198,"AIR sensor deployed at 12 noon, 23 Sep 2013. All other temperature data cropped to that time."
temp,SeagrassNet,WA50.1,2014,1,,AIR,10128327,12/17/2013,12:00:00,12/16/2013,22:00:00,4/16/2014,11:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2014,2,,AIR,10128315,4/16/2014,13:00:00,4/16/2014,13:00:00,11/6/2014,19:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2014,3,,AIR,10128327,6/12/2014,12:00:00,6/12/2014,12:00:00,11/6/2014,19:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2014,4,,AIR,1283381,10/10/2014,2:00:00,10/10/2014,2:00:00,1/19/2015,19:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2015,1,,AIR,10128316,12/22/2014,23:30:00,12/22/2014,23:30:00,4/20/2015,10:30:00,47.32743,-122.39198,retrieval time determined from notes in field book
temp,SeagrassNet,WA50.1,2015,2,,AIR,10128327,3/23/2015,18:00:00,3/23/2015,15:00:00,6/16/2015,11:00:00,47.32743,-122.39198,"Time of deployment was based on low tide for 23 Mar 2015 (2:00:00 PM, -0.2 m, MLLW)"
temp,SeagrassNet,WA50.1,2015,3,,AIR,1283381,6/16/2015,12:00:00,6/16/2015,11:30:00,12/22/2015,19:00:00,47.32743,-122.39198,Logger did not log (according to old xcel file)
temp,SeagrassNet,WA50.1,2015,4,,AIR,10128320,10/2/2015,6:00:00,10/1/2015,3:00:00,1/20/2016,20:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2016,1,,AIR,10128316,12/22/2015,20:30:00,12/22/2015,21:30:00,5/9/2016,11:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2016,2,,AIR,10128320,4/11/2016,15:00:00,4/11/2016,15:00:00,7/5/2016,9:30:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2016,3,,AIR,2295882,6/22/2016,13:00:00,6/22/2016,13:00:00,NA,NA,47.32743,-122.39198,having trouble with this one
temp,SeagrassNet,WA50.1,2016,4,,AIR,10128315,9/22/2016,18:00:00,9/22/2016,18:00:00,1/11/2017,20:00:00,47.32743,-122.39198,"retrieved on 18 Jan 2017, but cropped to 8:00:00 PM, 11 Jan 2017"
temp,SeagrassNet,WA50.1,2017,1,,AIR,10128320,12/29/2016,6:00:00,12/22/2016,17:00:00,7/21/2017,8:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2017,2,,AIR,20047931,3/31/2017,18:00:00,3/31/2017,18:00:00,7/21/2017,8:00:00,47.32743,-122.39198,No notes in field book or on data sheets but retrieval time/date make sense
temp,SeagrassNet,WA50.1,2017,3,,AIR,10128315,6/28/2017,6:00:00,6/28/2017,6:00:00,1/2/2018,21:00:00,47.32743,-122.39198,Notes in field book but no notes on sensor deployments
temp,SeagrassNet,WA50.1,2017,4,,AIR,20047928,10/24/2017,6:00:00,10/24/2017,12:00:00,5/17/2018,11:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2018,1,,AIR,10128315,NA,NA,NA,NA,NA,NA,47.32743,-122.39198,No sensors deployed. Use data from sensors deployed in Jun 2017 and recovered in Jan 2018. 
temp,SeagrassNet,WA50.1,2018,2,,AIR,10128315,4/18/2018,18:00:00,4/18/2018,18:00:00,5/8/2019,10:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2018,4,,AIR,20047928,10/12/2018,2:00:00,10/12/2018,2:00:00,5/8/2019,10:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2018,4,,AIR,20359580,11/10/2018,1:00:00,12/1/2018,14:30:00,5/8/2019,10:00:00,47.32743,-122.39198,"Note deployment time/date. Seems odd, but this is correct. In field book for 7 Nov 2018."
temp,SeagrassNet,WA50.1,2019,2,,AIR,10128320,4/23/2019,1:00:00,4/23/2019,1:00:00,7/16/2019,9:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2008,2,,A,1283381,4/22/2008,0:00:00,4/22/2008,15:00:00,7/3/2008,11:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2008,3,,A,1283383,7/5/2008,13:00:00,7/3/2008,13:00:00,10/2/2008,23:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2008,4,,A,1283381,10/3/2008,1:00:00,10/3/2008,0:00:00,1/9/2009,19:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2009,1,,A,1146694,12/29/2008,14:00:00,12/31/2008,12:30:00,7/6/2009,10:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2009,2,,A,474236,4/27/2009,12:00:00,4/27/2009,14:00:00,10/7/2009,23:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2009,3,,A,1283381,7/6/2009,10:30:00,7/6/2009,12:00:00,1/31/2010,12:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2010,1,,A,1146695,1/30/2010,1:00:00,1/28/2010,23:00:00,7/22/2010,9:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2010,3,,A,2295891,7/9/2010,12:00:00,7/9/2010,11:00:00,1/17/2011,8:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2011,1,,A,2295886,1/3/2011,8:00:00,1/2/2011,23:00:00,NA,NA,47.32863,-122.39083,No data. Sensor launch failed.
temp,SeagrassNet,WA50.1,2011,2,,A,2295890,4/6/2011,16:00:00,4/6/2011,15:00:00,7/12/2011,0:00:00,47.32863,-122.39083,Include all temperature data for 11 July 2011.
temp,SeagrassNet,WA50.1,2011,3,,A,2295886,7/1/2011,12:00:00,7/1/2011,13:00:00,10/28/2011,22:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2011,4,,A,1283382,10/14/2011,1:00:00,10/14/2011,0:30:00,1/22/2012,20:00:00,47.32863,-122.39083,Retrieval time based on time sampling started on Transect A. 
temp,SeagrassNet,WA50.1,2012,1,,A,2295886,1/6/2012,12:00:00,1/6/2012,12:00:00,4/9/2012,12:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2012,2,,A,1283382,3/26/2012,14:00:00,3/26/2012,14:00:00,7/3/2012,8:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2012,3,,A,10128321,6/19/2012,15:00:00,6/19/2012,14:00:00,10/17/2012,22:30:00,47.32863,-122.39083,"Retrieval time based on time listed in orginal file, WA50.1_AIR)A__Jul-Oct_2012.xlsx."
temp,SeagrassNet,WA50.1,2012,4,,A,1283382,10/4/2012,18:00:00,10/4/2012,18:00:00,1/10/2013,19:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2013,1,,A,10128321,12/27/2012,1:00:00,12/26/2012,22:00:00,4/29/2013,11:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2013,2,,A,10128316,4/1/2013,16:00:00,4/1/2013,16:00:00,7/23/2013,9:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2013,3,,A,10128321,7/9/2013,14:00:00,7/9/2013,13:00:00,10/8/2013,23:30:00,47.32863,-122.39083,No notes in field book on exact time removed. SeagrassNet sample notes indicate Transect A was sampled at 11:30:00 PM on 8 Oct 2013. Would likely have removed sensor at that time.
temp,SeagrassNet,WA50.1,2013,4,,A,10128316,9/22/2013,6:00:00,9/23/2013,12:00:00,1/1/2014,20:00:00,47.32863,-122.39083,deployment set to AIR sensor deployment time and date
temp,SeagrassNet,WA50.1,2014,1,,A,10128328,12/17/2013,12:00:00,12/16/2013,22:00:00,4/16/2014,11:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2014,2,,A,10128320,4/16/2014,13:00:00,4/16/2014,13:00:00,10/9/2014,0:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2014,3,,A,10128328,6/12/2014,12:00:00,6/12/2014,12:00:00,11/6/2014,19:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2014,4,,A,1283382,10/10/2014,2:00:00,10/10/2014,2:00:00,1/19/2015,21:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2015,1,,A,10128317,12/22/2014,23:30:00,12/22/2014,23:30:00,6/16/2015,11:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2015,2,,A,10128328,3/23/2015,18:00:00,3/23/2015,15:00:00,6/16/2015,11:00:00,47.32863,-122.39083,"Time of deployment was based on low tide for 23 Mar 2015 (2:00:00 PM, -0.2 m, MLLW)"
temp,SeagrassNet,WA50.1,2015,3,,A,1283382,6/16/2015,12:00:00,6/16/2015,11:30:00,12/22/2015,20:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2015,4,,A,10128321,10/2/2015,6:00:00,10/1/2015,3:00:00,1/20/2016,20:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2016,1,,A,10128317,12/22/2015,20:30:00,12/22/2015,21:30:00,5/9/2016,11:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2016,2,,A,10128321,4/11/2016,15:00:00,4/11/2016,15:00:00,7/5/2016,9:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2016,3,,A,2295884,6/22/2016,13:00:00,6/22/2016,13:00:00,11/14/2016,19:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2016,4,,A,10128316,9/22/2016,18:00:00,9/22/2016,18:00:00,1/11/2017,20:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2017,1,,A,10128321,12/29/2016,6:00:00,12/28/2016,23:00:00,4/28/2017,11:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2017,2,,A,20047932,3/31/2017,18:00:00,3/31/2017,18:00:00,NA,NA,47.32863,-122.39083,Missing sensor (see note in field book on 31 Mar 2017)
temp,SeagrassNet,WA50.1,2017,2,,A,10128316,5/14/2017,14:00:00,5/14/2017,14:00:00,7/21/2017,8:00:00,47.32863,-122.39083,Noticed temp sensor was missing on 12 May 2017. Replaced on 14 May 2017.
temp,SeagrassNet,WA50.1,2017,3,,A,2295882,6/28/2017,6:00:00,6/28/2017,6:00:00,1/2/2018,21:00:00,47.32863,-122.39083,Notes in field book but no notes on sensor deployments
